freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge,cluster,cluster_name,pc1,pc2
2720,13.96,4.6,3.87,11,74.3,71.0,471,4.2,digital_marketing,El Salvador,native,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.8333839863273806,1.0545496105085093
2721,16.81,0.8,4.31,18,65.3,28.2,737,16.6,web_development,Mexico,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.1627646811892154,-0.45938876716195604
2722,42.74,5.4,4.78,34,92.3,11.0,1175,40.2,machine_learning,Costa Rica,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.499164511762304,-1.1275158598945534
2723,17.72,0.7,3.66,22,74.7,15.1,1024,18.1,mobile_development,Guatemala,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9986243706534508,-0.4587977016274357
2724,33.12,3.7,4.4,97,95.1,3.8,3282,53.2,machine_learning,Chile,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,1.06031509427934,-0.9420627352103609
2725,52.42,13.9,4.69,283,94.9,2.5,8915,82.6,digital_marketing,El Salvador,basic,full_time,rising_talent,1,Alto completed projects / Alto experience years,4.845875031279263,1.0699980431011327
2726,14.36,1.9,3.94,30,77.2,43.7,720,5.8,web_development,El Salvador,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.379505885893908,0.049718735332276526
2727,16.69,2.8,3.98,3,81.7,34.9,363,12.5,customer_support,Costa Rica,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.040518274391482,-0.36084486300680757
2728,67.49,7.2,4.69,195,94.0,4.2,5796,76.4,customer_support,Mexico,advanced,part_time,top_rated,1,Alto completed projects / Alto experience years,3.2715930115525023,0.3512320226872947
2729,35.47,6.4,4.33,86,89.4,10.0,1236,49.1,web_development,Chile,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.564490414286477,-0.618128870671074
2730,11.69,2.5,3.66,30,84.5,10.1,964,5.5,digital_marketing,El Salvador,intermediate,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.7407570374247776,-0.8435541718895981
2731,27.27,5.8,4.77,51,89.4,7.4,1251,19.2,mobile_development,Guatemala,intermediate,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.03297883604053622,-1.3487763081579838
2732,19.22,0.5,3.85,15,80.8,42.9,1203,14.5,digital_marketing,Guatemala,advanced,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.2250435745288115,0.006796742090490745
2733,15.4,2.5,3.24,7,55.0,55.9,964,4.6,customer_support,El Salvador,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-3.64009733376397,1.584395230974723
2734,70.83,7.0,4.81,128,99.6,7.0,4373,83.6,copywriting,Colombia,basic,part_time,none,1,Alto completed projects / Alto experience years,3.0499124919245713,-0.17083096633018563
2735,17.15,0.3,3.51,1,86.5,30.3,774,14.1,digital_marketing,Mexico,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.267697207861117,-0.3513332703006674
2736,27.77,5.2,4.4,106,88.5,15.7,2507,28.7,customer_support,El Salvador,advanced,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.23902620865134283,-0.4836647807034307
2737,29.7,6.6,4.22,117,84.3,11.7,3655,25.0,digital_marketing,Guatemala,native,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.41643894680377475,-0.048030960436829306
2738,14.16,1.9,3.57,7,79.3,45.9,326,18.8,web_development,Chile,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.537680605211045,0.2354057858444245
2739,21.88,3.4,4.58,107,90.5,12.2,2343,42.5,digital_marketing,Mexico,intermediate,limited,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.430115763427582,-1.0668553829641916
2740,79.17,14.3,4.91,302,91.9,6.1,8505,65.4,machine_learning,Guatemala,advanced,weekends,none,1,Alto completed projects / Alto experience years,4.929950911339833,1.6154714096283478
2741,36.75,1.5,3.93,86,62.2,32.2,1418,4.0,copywriting,Costa Rica,intermediate,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.027994983824361,0.7388887140909329
2742,35.39,6.7,4.78,56,86.0,4.9,1986,51.1,machine_learning,Colombia,basic,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.8855505008257553,-1.050270386756042
2743,16.64,0.9,3.77,13,68.2,30.1,848,18.8,graphic_design,Peru,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.4083889343671117,-0.04534164352501306
2744,33.91,4.4,4.52,44,87.3,8.7,1566,51.2,copywriting,Mexico,basic,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.32451882278896405,-1.03968914126418
2745,28.91,4.6,3.12,37,71.3,51.6,1034,19.5,machine_learning,Peru,advanced,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.4075122479101956,1.617252283775333
2746,35.27,5.1,4.4,39,87.8,5.3,801,34.1,graphic_design,Chile,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.049530999828110066,-1.0697849858161341
2747,28.18,5.5,4.41,81,85.6,7.3,1876,36.1,customer_support,Chile,basic,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.23095012969241932,-0.808149522984412
2748,14.1,1.5,4.2,13,73.1,20.9,640,6.1,copywriting,Colombia,intermediate,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.087398046245352,-0.8106254866428183
2749,29.67,3.1,4.31,71,93.3,7.0,1661,34.5,data_analysis,Chile,basic,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.06477358751001547,-1.1284337814724674
2750,17.16,0.9,4.2,15,78.1,35.1,973,22.4,mobile_development,Peru,intermediate,part_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-1.8407179520147565,-0.46835954867906704
2751,78.71,8.1,4.79,149,98.9,7.9,3254,74.9,copywriting,Argentina,advanced,full_time,rising_talent,1,Alto completed projects / Alto experience years,2.950945258502285,0.017495381259818383
2752,14.31,0.8,4.01,17,65.3,30.0,1403,17.1,graphic_design,Colombia,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.284779118196279,-0.11109066601138787
2753,75.25,13.1,4.73,231,90.3,5.9,4697,52.3,machine_learning,Peru,advanced,limited,top_rated,1,Alto completed projects / Alto experience years,3.390495102207226,0.9620751015636724
2754,146.37,8.9,3.04,27,77.7,73.23,1631,0.3,web_development,Guatemala,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.0158799897246038,4.678935317294692
2755,15.53,1.6,3.86,34,81.9,33.9,899,20.1,mobile_development,Guatemala,intermediate,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.8459416878666601,-0.24148387890122847
2756,18.69,1.7,3.65,11,69.7,36.9,319,12.7,copywriting,Chile,basic,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.656969554122721,0.2203212837642381
2757,54.66,1.5,2.8,91,74.5,42.5,3482,2.7,digital_marketing,Colombia,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9630658122142255,2.286510016208498
2758,56.89,11.7,4.88,279,92.0,5.1,6573,84.8,digital_marketing,Peru,intermediate,part_time,top_rated,1,Alto completed projects / Alto experience years,4.300828118149135,0.7101412969929943
2759,82.32,14.5,4.74,348,95.0,4.2,9154,88.3,machine_learning,Argentina,advanced,weekends,none,1,Alto completed projects / Alto experience years,5.731015267401327,1.9025219809123688
2760,36.57,3.1,4.39,96,88.8,5.7,2107,42.9,web_development,Chile,basic,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.43537173479249036,-0.8718121093497407
2761,77.6,8.5,4.84,340,96.2,6.1,5690,44.8,data_analysis,Mexico,advanced,full_time,none,1,Alto completed projects / Alto experience years,3.746779536355432,0.8947824775373809
2762,32.83,4.3,4.51,93,92.3,6.5,2369,25.3,machine_learning,Colombia,advanced,weekends,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.3927920789326904,-0.9756484715047355
2763,33.5,3.1,4.73,109,84.6,3.3,1405,17.2,web_development,Mexico,advanced,full_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.016593961602492456,-1.1997331369526427
2764,40.28,9.9,3.34,92,49.8,67.0,3485,2.6,copywriting,Costa Rica,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.0835229111085383,3.485254653951663
2765,34.99,3.1,4.26,113,91.1,4.4,2088,46.2,graphic_design,Chile,advanced,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.560504540568463,-0.8332196393507836
2766,20.93,3.5,4.75,39,90.0,3.5,1169,50.9,digital_marketing,Costa Rica,basic,limited,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.2894850268442459,-1.8192222817150767
2767,32.11,3.6,4.37,86,88.8,9.0,1516,24.7,mobile_development,Peru,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.10704565057759297,-0.8893249813511814
2768,16.06,8.1,2.87,96,67.8,40.5,3085,5.3,data_analysis,Guatemala,advanced,weekends,none,0,Bajo on time delivery rate / Bajo rating,-1.923636129940458,2.0578678160475525
2769,52.84,7.1,4.91,324,98.8,4.2,6945,50.7,graphic_design,El Salvador,intermediate,limited,none,1,Alto completed projects / Alto experience years,3.703932752494534,0.26016782237351876
2770,23.47,5.0,4.53,74,94.3,7.7,1872,44.0,customer_support,Colombia,advanced,part_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,0.5466050085148119,-1.23173169759325
2771,25.6,3.2,4.31,70,85.7,11.3,1735,28.6,copywriting,Colombia,advanced,full_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,-0.3568157383474185,-0.8651677629367964
2772,31.38,4.1,4.27,114,86.4,3.5,3760,41.7,web_development,Costa Rica,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.70805463252449,-0.5189826817902525
2773,9.46,1.2,3.61,35,79.8,42.5,873,10.4,graphic_design,Colombia,advanced,limited,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.4795267959661467,0.12649593905636525
2774,21.03,0.5,3.57,30,84.5,43.8,354,18.5,machine_learning,El Salvador,advanced,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.2977460490970114,0.14066529449668919
2775,8.72,0.8,4.06,1,84.9,29.8,262,15.9,machine_learning,Chile,intermediate,limited,none,0,Bajo on time delivery rate / Bajo rating,-2.0718102315374414,-0.9775211298021347
2776,39.39,4.6,4.77,93,90.2,12.3,3312,31.7,customer_support,El Salvador,intermediate,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.7879872741632319,-0.7138103326950141
2777,71.98,8.5,4.92,292,96.3,2.1,9689,43.4,web_development,Guatemala,advanced,part_time,none,1,Alto completed projects / Alto experience years,4.25297229140968,0.9902795363302932
2778,12.85,3.9,3.82,43,47.0,67.0,1767,19.9,copywriting,El Salvador,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-3.0124028724118657,1.852294278865882
2779,77.02,10.3,4.64,97,95.0,2.7,2844,83.3,mobile_development,Peru,advanced,part_time,none,1,Alto completed projects / Alto experience years,2.862484945611924,0.03381013326024505
2780,18.41,0.8,4.02,12,69.6,40.8,633,17.9,copywriting,Peru,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.4283619006833956,0.029330149823166063
2781,24.48,5.8,4.36,51,86.7,14.8,1744,26.3,graphic_design,El Salvador,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.233267805244017,-0.7087053455259988
2782,20.64,0.1,3.97,5,66.0,24.5,942,20.0,digital_marketing,Chile,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.2780760477025446,-0.2909384645113716
2783,22.0,2.7,3.84,14,70.6,23.9,959,8.4,customer_support,Guatemala,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.1220661723389527,-0.07232808881598475
2784,88.79,9.2,4.86,196,99.5,7.0,3005,44.8,copywriting,Guatemala,intermediate,full_time,top_rated,1,Alto completed projects / Alto experience years,2.90307488916557,0.31125942670317996
2785,24.24,3.2,4.73,43,93.5,15.9,694,28.4,digital_marketing,Guatemala,native,limited,verified,2,Bajo response time hours / Alto on time delivery rate,-0.26878986703003555,-1.535552192068227
2786,129.25,7.4,2.73,119,99.6,97.48,3337,70.6,graphic_design,Argentina,intermediate,full_time,none,1,Alto completed projects / Alto experience years,0.6060952502060728,5.079108313295716
2787,34.06,6.6,4.8,53,85.1,7.8,1522,29.3,data_analysis,Colombia,advanced,weekends,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.3242479164751305,-1.0298423499896483
2788,59.85,13.3,4.83,101,90.4,3.4,2260,58.0,mobile_development,Guatemala,intermediate,limited,expert_vetted,1,Alto completed projects / Alto experience years,2.3840418439052002,-0.16166200464213548
2789,29.71,5.3,4.37,63,85.5,14.5,1892,29.8,copywriting,Costa Rica,advanced,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.10749405567256394,-0.6033091276634119
2790,39.13,5.5,4.65,107,87.6,10.0,4121,30.9,graphic_design,Colombia,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.9623795960660392,-0.394013048117564
2791,8.86,0.7,3.56,7,85.0,41.4,971,21.6,mobile_development,Costa Rica,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.331913889843027,-0.12384164910956615
2792,85.15,13.8,4.99,155,98.3,7.8,1946,47.7,mobile_development,Colombia,advanced,full_time,verified,1,Alto completed projects / Alto experience years,3.0181712754298844,0.2576075684460243
2793,58.48,12.7,4.65,227,99.3,3.1,3067,47.3,mobile_development,Guatemala,basic,full_time,rising_talent,1,Alto completed projects / Alto experience years,2.9912330317033127,0.15261238460628002
2794,8.38,0.6,3.9,11,77.5,35.5,706,8.1,customer_support,Mexico,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.5070530751345044,-0.3884149010987319
2795,12.52,1.1,4.07,32,87.9,17.0,1121,8.5,customer_support,Costa Rica,intermediate,limited,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.5372914359915637,-1.1120892346268778
2796,49.0,8.8,3.35,51,52.1,21.7,884,5.5,web_development,Guatemala,intermediate,limited,none,0,Bajo on time delivery rate / Bajo rating,-1.8727230841903784,1.7638552337239328
2797,14.79,0.6,3.61,22,74.7,41.9,1418,5.8,mobile_development,Costa Rica,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.6545539338962403,0.3352526475616715
2798,33.63,4.9,4.47,83,84.7,12.4,2943,22.3,data_analysis,Chile,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.12406351138205594,-0.48463349836387953
2799,52.68,8.7,3.04,97,71.0,28.6,2888,18.8,copywriting,Guatemala,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-0.819062882840984,2.179928055622594
2800,37.63,6.7,4.69,30,94.3,11.9,725,54.9,graphic_design,Colombia,advanced,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.7101528171683009,-1.1574138686362923
2801,36.88,5.1,4.69,97,85.1,12.2,1974,51.2,machine_learning,Colombia,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.7386865943330538,-0.6963053541517821
2802,67.95,7.9,4.97,255,95.5,6.7,4000,84.2,customer_support,Peru,advanced,part_time,verified,1,Alto completed projects / Alto experience years,3.626715411331984,0.13172396222774685
2803,12.93,3.2,2.84,86,69.6,36.4,1541,9.6,graphic_design,Peru,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.577942944707294,1.2836890893883204
2804,79.05,7.1,4.79,295,98.7,1.5,6671,61.8,machine_learning,El Salvador,intermediate,full_time,rising_talent,1,Alto completed projects / Alto experience years,4.001711129098086,0.6408231428146531
2805,16.68,0.8,3.72,24,86.9,24.5,1276,10.4,graphic_design,Colombia,intermediate,limited,verified,0,Bajo on time delivery rate / Bajo rating,-1.8519428298719967,-0.5447332500434181
2806,10.42,2.5,4.11,24,83.5,34.1,371,18.3,web_development,Peru,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.8021635872303938,-0.6245295811408459
2807,18.14,6.9,3.33,87,61.7,60.4,3682,18.7,copywriting,Costa Rica,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9178643311861545,2.399707447985179
2808,53.53,9.3,4.91,181,99.8,2.1,5228,61.5,graphic_design,Costa Rica,advanced,part_time,none,1,Alto completed projects / Alto experience years,3.2136935671627977,-0.27406007800732685
2809,41.91,9.2,3.81,31,60.8,36.6,529,17.8,web_development,Mexico,intermediate,weekends,none,0,Bajo on time delivery rate / Bajo rating,-1.5738174830288898,1.369433838883718
2810,20.74,1.9,4.3,24,70.5,46.8,669,3.8,graphic_design,Costa Rica,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.380700003506365,0.09480356688674835
2811,30.87,5.6,4.6,62,85.9,9.6,1231,40.1,web_development,El Salvador,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.22761097022457016,-0.9962943592492309
2812,50.46,9.4,4.94,228,95.2,1.1,7732,59.6,data_analysis,El Salvador,intermediate,full_time,none,1,Alto completed projects / Alto experience years,3.7022216735330633,0.17600741132344666
2813,16.18,2.5,4.09,4,75.1,36.5,702,17.8,graphic_design,Guatemala,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.0598619815153447,-0.23906938535972916
2814,24.43,9.0,2.9,14,46.9,20.2,219,16.9,copywriting,Peru,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.646765233101502,1.607117530340625
2815,31.39,4.3,4.43,26,92.8,8.8,666,47.4,mobile_development,Peru,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.07489182726585464,-1.3179986169946205
2816,26.65,3.5,4.47,31,91.6,3.8,686,46.1,data_analysis,Mexico,basic,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.011411422078572929,-1.5807141387776364
