freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge
2943,10.47,2.8,3.99,21,65.3,38.0,502,7.4,mobile_development,Peru,basic,part_time,top_rated
2944,94.24,12.7,5.0,113,97.0,7.7,4241,70.3,mobile_development,Argentina,advanced,part_time,top_rated
2945,88.58,13.9,4.68,339,99.5,2.2,7051,55.1,graphic_design,Colombia,basic,limited,none
2946,37.45,7.5,3.21,75,67.7,27.4,2223,10.2,machine_learning,Mexico,advanced,full_time,top_rated
2947,18.41,1.1,3.76,13,67.5,21.5,361,7.7,machine_learning,Mexico,advanced,full_time,rising_talent
2948,49.09,7.8,4.93,243,92.7,2.6,7038,74.1,mobile_development,Costa Rica,intermediate,part_time,rising_talent
2949,30.44,6.0,4.71,55,93.3,5.3,1886,33.1,web_development,Costa Rica,advanced,full_time,expert_vetted
2950,44.65,6.4,4.36,95,88.0,11.0,1417,17.6,customer_support,El Salvador,intermediate,full_time,top_rated
2951,69.57,9.1,4.96,139,96.1,2.0,1906,58.2,copywriting,Guatemala,intermediate,weekends,none
2952,25.85,6.4,4.74,59,82.7,10.8,1519,33.6,copywriting,El Salvador,intermediate,full_time,none
2953,26.45,4.4,4.6,32,90.6,8.1,782,31.3,copywriting,Colombia,intermediate,full_time,none
2954,18.39,6.6,3.31,70,52.1,62.4,2271,6.2,copywriting,Mexico,advanced,full_time,rising_talent
2955,32.81,5.0,4.44,109,90.1,4.8,2164,43.5,machine_learning,Argentina,intermediate,part_time,top_rated
2956,19.37,2.9,3.89,14,87.2,23.0,460,19.4,copywriting,Guatemala,intermediate,full_time,top_rated
2957,36.43,5.4,4.52,55,92.9,3.8,1004,37.9,copywriting,Chile,basic,full_time,rising_talent
2958,59.96,8.8,4.72,140,92.6,7.4,5315,57.8,web_development,Costa Rica,intermediate,full_time,none
2959,21.36,1.1,3.74,20,65.5,39.6,1128,5.7,customer_support,Guatemala,intermediate,part_time,top_rated
2960,40.34,6.3,4.23,82,93.1,11.6,1815,32.7,web_development,Guatemala,intermediate,full_time,rising_talent
2961,16.23,8.7,2.83,26,72.3,70.2,1022,5.6,web_development,Chile,basic,full_time,top_rated
2962,146.81,3.6,2.08,65,83.2,89.08,2122,39.7,customer_support,Chile,native,weekends,none
2963,21.37,4.4,4.42,41,85.4,9.6,1512,42.8,copywriting,El Salvador,advanced,part_time,none
2964,27.09,6.3,4.34,51,93.5,6.2,1471,51.0,machine_learning,Peru,basic,limited,none
2965,25.0,3.2,4.28,36,84.9,4.5,1297,46.8,digital_marketing,Guatemala,intermediate,full_time,top_rated
2966,24.5,9.4,3.96,92,61.0,65.7,3187,19.6,mobile_development,Guatemala,native,full_time,verified
2967,33.68,6.3,4.7,37,90.8,9.9,756,18.7,mobile_development,Colombia,native,part_time,verified
2968,35.87,5.1,4.61,109,93.3,3.4,2215,47.1,mobile_development,Argentina,native,limited,rising_talent
2969,45.13,2.3,3.81,50,59.8,65.7,1492,4.8,data_analysis,Mexico,advanced,full_time,none
2970,31.41,2.7,3.27,80,77.3,55.9,2310,3.3,digital_marketing,Colombia,basic,part_time,top_rated
2971,26.53,3.0,4.23,107,82.3,5.5,1640,42.0,mobile_development,Peru,intermediate,limited,rising_talent
2972,15.85,4.4,3.66,33,52.3,67.7,1981,3.7,mobile_development,Chile,advanced,part_time,none
2973,29.73,5.1,4.54,46,85.3,10.2,1312,36.9,data_analysis,Guatemala,advanced,part_time,top_rated
2974,41.78,8.3,3.24,44,55.0,34.6,976,17.0,digital_marketing,Guatemala,intermediate,weekends,rising_talent
2975,44.26,3.1,4.31,42,84.4,12.4,1167,33.1,copywriting,Chile,advanced,full_time,verified
2976,34.35,3.1,4.79,47,82.1,6.6,1513,43.9,data_analysis,Guatemala,native,limited,verified
2977,34.89,6.3,4.47,70,94.4,4.5,2281,32.3,machine_learning,Argentina,intermediate,part_time,none
2978,31.67,4.7,4.7,104,90.6,4.5,2155,21.6,mobile_development,Argentina,intermediate,full_time,rising_talent
2979,35.97,6.8,4.78,69,87.6,3.8,2768,53.2,web_development,Chile,advanced,part_time,none
2980,25.2,4.8,4.71,82,92.7,14.8,3083,54.2,copywriting,Costa Rica,native,limited,none
2981,42.47,4.3,4.5,117,82.1,4.5,3968,31.3,customer_support,Costa Rica,native,weekends,none
2982,36.03,4.3,4.28,67,87.8,8.9,1635,27.4,customer_support,Peru,basic,full_time,none
2983,79.43,10.3,4.6,279,92.2,5.9,5761,80.9,digital_marketing,Mexico,intermediate,full_time,none
2984,76.48,8.3,4.86,160,91.8,2.2,2260,49.2,graphic_design,Chile,intermediate,weekends,expert_vetted
2985,17.78,5.4,3.09,97,48.2,65.0,3655,10.2,data_analysis,Peru,advanced,part_time,top_rated
2986,29.24,6.2,4.56,118,95.8,7.1,2179,50.9,digital_marketing,Mexico,intermediate,full_time,verified
2987,39.74,6.4,3.21,22,63.2,43.6,1349,13.6,web_development,Mexico,advanced,full_time,none
2988,26.24,3.3,4.25,102,87.9,5.7,2594,49.0,web_development,Peru,advanced,part_time,expert_vetted
2989,38.8,5.5,4.26,108,88.3,11.4,3550,25.8,customer_support,Peru,advanced,part_time,verified
2990,27.38,7.6,3.0,7,68.6,26.8,1106,13.5,graphic_design,Costa Rica,intermediate,full_time,rising_talent
2991,24.35,4.3,4.62,64,83.7,15.9,1244,19.8,customer_support,El Salvador,native,limited,verified
2992,73.96,10.0,4.96,285,90.9,5.7,8966,69.3,data_analysis,Colombia,advanced,part_time,verified
2993,19.87,0.9,4.2,24,78.5,23.9,1378,24.3,machine_learning,Colombia,native,full_time,rising_talent
2994,13.24,1.7,4.1,17,78.8,26.5,651,2.5,data_analysis,Guatemala,basic,full_time,none
2995,9.93,2.8,4.19,17,73.4,32.3,1088,19.9,customer_support,Argentina,advanced,full_time,verified
2996,43.18,5.6,4.32,86,87.0,14.3,2544,42.8,customer_support,El Salvador,advanced,part_time,top_rated
2997,36.56,6.4,4.61,40,92.1,6.0,1204,33.9,mobile_development,Argentina,basic,part_time,none
2998,31.05,5.7,4.73,37,84.0,9.5,1063,45.9,customer_support,Guatemala,advanced,full_time,none
2999,19.43,1.5,3.41,23,51.0,20.9,933,5.6,copywriting,Mexico,advanced,full_time,verified
3000,30.38,4.0,4.41,39,93.2,3.4,1865,26.6,web_development,Guatemala,advanced,weekends,none
3001,23.33,6.1,4.5,115,83.7,13.4,2253,41.1,data_analysis,Argentina,intermediate,full_time,none
3002,21.82,2.7,4.26,31,78.2,22.6,685,20.6,copywriting,Mexico,intermediate,full_time,rising_talent
3003,16.79,1.0,3.64,32,79.2,31.0,720,25.0,customer_support,Guatemala,advanced,full_time,none
3004,9.48,0.4,3.51,25,75.0,37.3,499,16.6,graphic_design,Mexico,advanced,part_time,rising_talent
3005,19.95,0.3,3.74,25,77.5,36.2,1024,24.6,graphic_design,Mexico,advanced,full_time,top_rated
3006,34.84,4.4,4.6,117,90.2,12.6,2558,32.6,web_development,Chile,intermediate,weekends,none
3007,9.51,2.5,3.87,17,78.5,45.8,844,20.7,digital_marketing,Chile,intermediate,weekends,top_rated
3008,39.96,6.0,4.3,42,91.8,9.7,1170,35.4,copywriting,Guatemala,native,full_time,verified
3009,21.74,1.4,4.0,10,66.8,45.7,901,4.3,customer_support,Peru,intermediate,part_time,none
3010,42.39,3.5,4.67,81,92.3,16.0,1378,25.1,copywriting,Guatemala,advanced,weekends,rising_talent
3011,9.37,0.9,3.62,15,87.4,42.5,310,23.0,customer_support,Peru,intermediate,full_time,verified
3012,14.01,0.5,4.04,32,86.6,18.0,1656,24.0,copywriting,Argentina,native,full_time,none
3013,50.38,8.1,3.96,33,50.3,22.7,1328,12.1,data_analysis,Guatemala,advanced,full_time,top_rated
3014,73.92,14.8,4.87,350,91.2,1.7,4635,87.7,customer_support,Argentina,intermediate,weekends,none
3015,10.81,2.8,4.17,21,72.8,40.8,1280,6.5,data_analysis,El Salvador,basic,part_time,none
3016,36.3,9.5,3.02,23,54.1,28.6,1597,12.5,web_development,Mexico,advanced,limited,top_rated
3017,10.7,0.4,4.08,1,80.1,34.9,272,17.3,customer_support,Argentina,advanced,full_time,verified
3018,9.9,2.7,3.65,32,79.2,30.5,1157,15.5,graphic_design,Chile,advanced,full_time,top_rated
3019,53.96,13.1,5.0,228,96.5,3.5,5979,90.0,data_analysis,Peru,basic,limited,none
3020,18.84,1.4,3.96,23,67.5,25.4,797,21.7,web_development,Guatemala,intermediate,part_time,none
3021,14.13,0.2,4.1,9,70.1,24.8,128,9.8,web_development,Argentina,intermediate,full_time,top_rated
3022,27.81,5.3,4.76,85,95.9,6.1,3745,25.8,data_analysis,Chile,advanced,full_time,none
3023,41.52,6.7,4.26,100,93.3,10.0,3240,22.7,copywriting,Mexico,basic,full_time,top_rated
3024,20.19,2.9,4.15,4,68.5,15.8,538,12.1,digital_marketing,Colombia,advanced,part_time,expert_vetted
3025,28.15,6.4,4.68,68,95.4,12.8,1030,41.9,machine_learning,Mexico,intermediate,full_time,top_rated
3026,55.32,9.7,4.74,224,91.6,7.5,3772,62.0,customer_support,Costa Rica,advanced,part_time,none
3027,64.49,10.9,4.86,86,92.8,3.5,2744,77.6,graphic_design,Guatemala,intermediate,weekends,none
3028,27.75,6.4,3.44,53,54.0,44.0,1768,12.3,web_development,Argentina,intermediate,full_time,top_rated
3029,43.64,3.3,4.46,40,86.9,14.0,1160,24.4,data_analysis,Mexico,advanced,full_time,verified
3030,40.29,4.0,4.26,27,91.5,6.4,989,48.6,machine_learning,Guatemala,advanced,full_time,none
3031,63.46,9.8,4.8,194,94.3,3.2,6020,71.7,customer_support,Chile,basic,full_time,verified
3032,36.2,3.2,4.66,63,85.0,9.9,1979,46.9,customer_support,Peru,basic,full_time,verified
3033,36.02,4.7,4.68,48,92.7,6.0,1626,45.4,machine_learning,El Salvador,intermediate,weekends,verified
3034,9.52,2.5,4.31,15,80.6,42.5,879,20.5,graphic_design,El Salvador,intermediate,part_time,verified
3035,8.12,0.4,4.22,24,85.0,34.3,1555,6.4,customer_support,Peru,intermediate,full_time,rising_talent
3036,18.06,1.1,3.7,2,66.5,21.8,514,11.4,graphic_design,Chile,basic,part_time,none
3037,43.82,4.6,4.67,53,84.2,12.5,1310,45.9,data_analysis,Mexico,intermediate,weekends,verified
3038,92.48,10.9,4.85,131,95.3,3.9,3511,62.9,mobile_development,El Salvador,intermediate,full_time,expert_vetted
3039,84.73,10.6,4.84,331,93.1,7.5,6843,44.2,customer_support,El Salvador,intermediate,part_time,rising_talent
3040,15.19,0.4,4.07,26,73.8,42.9,556,14.5,mobile_development,El Salvador,basic,full_time,rising_talent
3041,20.87,2.3,3.62,8,68.9,25.0,309,21.1,copywriting,Mexico,advanced,part_time,verified
3042,83.07,14.1,4.96,273,95.7,6.5,8428,76.3,machine_learning,El Salvador,advanced,part_time,expert_vetted
3043,27.62,3.3,4.68,79,85.2,5.3,1261,21.0,digital_marketing,Colombia,native,limited,verified
3044,29.65,4.7,4.29,33,94.6,9.3,1429,49.7,digital_marketing,Costa Rica,intermediate,part_time,none
3045,18.34,2.7,3.58,34,80.3,40.1,1050,23.1,web_development,Peru,advanced,limited,top_rated
3046,12.08,8.9,3.15,37,66.5,25.5,593,4.3,customer_support,Peru,intermediate,full_time,verified
3047,93.08,8.2,4.66,285,90.9,2.4,4885,80.1,machine_learning,El Salvador,intermediate,full_time,rising_talent
3048,32.95,3.7,4.51,87,89.8,9.5,3165,22.8,machine_learning,Argentina,basic,full_time,none
3049,31.23,6.3,4.3,73,82.4,5.0,2105,46.7,digital_marketing,Mexico,native,full_time,none
3050,51.15,10.3,4.93,247,98.6,7.9,8386,88.5,digital_marketing,Costa Rica,intermediate,full_time,verified
3051,19.41,1.9,3.6,13,70.9,27.7,932,19.2,customer_support,Argentina,basic,weekends,none
3052,29.44,6.8,4.35,118,89.5,6.8,3654,35.0,digital_marketing,Costa Rica,advanced,full_time,none
3053,20.49,0.1,3.53,7,84.5,18.9,800,11.6,digital_marketing,Peru,native,part_time,expert_vetted
3054,21.7,0.4,3.72,22,81.6,18.3,407,10.9,machine_learning,Peru,advanced,full_time,none
3055,18.4,1.0,3.74,33,72.8,51.2,1462,0.0,machine_learning,Mexico,advanced,part_time,none
3056,44.27,3.4,4.39,36,83.6,4.0,1763,44.9,graphic_design,Argentina,basic,part_time,none
3057,22.83,5.2,4.73,76,86.7,10.5,2491,17.6,copywriting,Guatemala,intermediate,full_time,rising_talent
3058,82.99,8.0,4.92,112,90.4,7.6,1580,67.8,digital_marketing,Chile,intermediate,part_time,top_rated
3059,18.5,2.0,3.8,19,68.4,34.4,1117,16.5,graphic_design,Costa Rica,advanced,limited,verified
3060,65.86,8.8,4.86,124,93.1,1.6,4384,43.1,customer_support,Mexico,intermediate,part_time,expert_vetted
3061,18.1,0.9,4.03,2,83.3,35.5,351,20.4,mobile_development,Argentina,advanced,full_time,verified
3062,14.96,2.1,3.62,35,81.7,41.7,907,22.9,customer_support,Chile,intermediate,weekends,none
3063,17.74,5.6,3.51,25,66.5,36.0,1178,12.1,graphic_design,Colombia,native,part_time,none
3064,38.2,6.8,4.29,27,82.1,6.9,1144,38.7,customer_support,El Salvador,intermediate,weekends,none
3065,40.91,3.1,4.41,115,90.7,7.9,2438,52.3,mobile_development,Argentina,advanced,weekends,verified
3066,45.42,13.0,4.85,145,96.5,6.2,4716,87.1,copywriting,Costa Rica,advanced,full_time,rising_talent
3067,55.91,8.4,4.74,239,93.6,6.0,3434,64.5,data_analysis,Mexico,intermediate,part_time,none
3068,15.8,1.2,4.3,12,67.9,13.3,674,11.9,customer_support,Mexico,intermediate,part_time,none
3069,75.43,9.8,4.88,342,96.8,1.6,10867,42.8,graphic_design,Peru,intermediate,full_time,top_rated
3070,39.65,3.8,4.67,40,88.0,13.0,1034,15.0,machine_learning,El Salvador,advanced,part_time,rising_talent
3071,22.57,3.9,4.59,42,82.7,10.7,1583,49.5,machine_learning,Costa Rica,advanced,part_time,verified
3072,18.26,0.9,4.27,26,76.9,31.5,993,8.3,mobile_development,Argentina,basic,limited,none
3073,35.93,5.2,4.39,28,84.4,12.7,1230,20.0,web_development,Argentina,advanced,full_time,none
3074,81.99,11.4,4.95,154,95.9,1.6,2123,81.0,customer_support,Argentina,advanced,full_time,none
3075,59.55,9.3,4.73,218,93.1,7.1,3809,41.5,customer_support,El Salvador,intermediate,part_time,top_rated
3076,30.5,6.4,4.7,69,94.1,9.5,2338,18.9,mobile_development,Argentina,advanced,part_time,none
3077,68.17,11.0,4.75,108,94.5,1.4,1667,81.4,machine_learning,Costa Rica,intermediate,limited,top_rated
3078,45.96,14.5,4.88,298,90.8,1.3,6036,65.6,mobile_development,Colombia,intermediate,limited,top_rated
3079,39.89,3.3,3.02,39,45.5,58.6,1386,5.2,mobile_development,Peru,advanced,weekends,none
3080,8.94,2.0,3.64,33,76.2,24.7,592,7.0,graphic_design,El Salvador,basic,part_time,top_rated
3081,167.81,13.8,2.56,324,98.8,117.84,6190,60.7,web_development,Mexico,intermediate,limited,none
3082,41.05,6.0,4.28,41,86.3,13.2,1180,28.4,data_analysis,Costa Rica,advanced,full_time,rising_talent
3083,32.23,3.3,4.25,103,92.7,9.0,1629,26.6,customer_support,Costa Rica,advanced,weekends,none
3084,43.81,4.7,4.42,36,94.1,14.4,1491,27.8,copywriting,Mexico,intermediate,full_time,top_rated
3085,39.18,4.0,4.62,77,84.4,4.2,1452,44.5,copywriting,Guatemala,intermediate,part_time,none
3086,44.79,4.7,4.58,89,88.2,8.8,2704,40.8,digital_marketing,Colombia,basic,weekends,verified
3087,35.37,5.2,4.31,41,94.5,14.8,1674,35.4,web_development,Peru,basic,full_time,none
3088,18.7,1.1,3.55,27,72.4,25.9,1317,14.9,customer_support,Chile,intermediate,weekends,none
3089,24.13,6.0,4.58,91,93.7,15.0,2939,46.1,web_development,Costa Rica,intermediate,full_time,verified
3090,38.12,6.9,4.77,78,93.7,7.8,3149,45.6,machine_learning,El Salvador,advanced,weekends,verified
3091,21.71,1.3,4.11,30,70.9,42.2,1615,2.8,digital_marketing,Argentina,advanced,limited,rising_talent
3092,70.99,14.9,4.62,86,92.2,7.4,2012,53.8,graphic_design,El Salvador,advanced,part_time,verified
3093,18.22,0.4,4.36,4,69.9,35.2,848,12.1,copywriting,Mexico,advanced,full_time,none
3094,32.71,5.9,4.59,84,89.4,9.7,2833,27.2,customer_support,Peru,intermediate,full_time,none
3095,34.97,4.8,4.78,62,87.8,11.4,1662,39.5,mobile_development,Peru,basic,full_time,top_rated
3096,84.06,14.3,4.98,332,96.7,7.7,8190,59.6,digital_marketing,Colombia,basic,part_time,verified
3097,26.23,6.8,4.0,45,75.2,32.1,860,1.9,machine_learning,Peru,advanced,limited,none
3098,40.98,4.1,4.42,80,82.7,12.3,2575,40.2,web_development,Chile,advanced,limited,rising_talent
3099,18.06,1.4,3.77,21,69.7,46.4,1018,14.5,customer_support,Costa Rica,intermediate,part_time,verified
3100,20.43,3.7,3.19,13,77.8,56.9,1045,19.7,mobile_development,Chile,advanced,weekends,top_rated
3101,41.65,4.0,4.76,47,94.2,14.9,1151,16.3,digital_marketing,Guatemala,native,part_time,none
3102,17.48,0.1,3.86,17,69.2,19.3,477,13.3,graphic_design,Chile,basic,weekends,none
3103,73.62,10.9,4.93,163,98.5,6.3,5735,79.2,digital_marketing,Colombia,native,full_time,none
3104,9.45,0.4,4.3,35,82.6,13.1,1078,9.8,web_development,El Salvador,advanced,full_time,none
3105,17.62,2.0,4.15,18,78.5,41.0,1104,16.3,copywriting,Mexico,advanced,full_time,top_rated
3106,14.78,3.0,3.78,35,85.7,26.5,1874,13.7,mobile_development,El Salvador,intermediate,full_time,none
3107,20.38,1.4,3.66,13,84.6,34.9,997,15.9,customer_support,Guatemala,advanced,full_time,top_rated
3108,9.78,1.9,4.02,28,82.8,38.0,1474,9.0,digital_marketing,Argentina,basic,limited,none
3109,32.52,6.0,4.45,61,87.9,15.4,2144,48.3,machine_learning,Chile,advanced,full_time,rising_talent
3110,24.84,3.7,4.33,99,84.0,7.9,2713,49.4,mobile_development,El Salvador,intermediate,limited,rising_talent
3111,111.46,6.4,2.5,115,91.7,107.87,2073,28.0,data_analysis,Argentina,basic,part_time,expert_vetted
3112,26.47,3.6,4.45,64,92.5,12.0,2358,29.9,copywriting,Peru,native,full_time,none
3113,18.78,0.5,4.36,28,69.1,40.7,793,7.8,graphic_design,Guatemala,intermediate,part_time,none
3114,15.36,2.5,3.98,28,71.3,33.9,1077,17.1,customer_support,Argentina,advanced,full_time,rising_talent
3115,19.14,2.3,3.72,13,81.7,30.0,913,20.8,machine_learning,Colombia,intermediate,part_time,none
3116,38.0,6.9,4.26,73,86.9,12.7,2827,25.0,mobile_development,El Salvador,advanced,full_time,rising_talent
3117,22.85,5.4,4.22,91,85.6,14.9,3307,31.2,graphic_design,Peru,basic,full_time,none
3118,65.42,12.0,4.67,125,99.0,4.1,3291,62.0,machine_learning,El Salvador,advanced,part_time,top_rated
3119,21.94,2.9,3.54,29,71.1,26.3,899,23.8,web_development,Peru,intermediate,full_time,none
3120,44.36,3.6,4.27,115,85.3,5.0,2864,54.4,copywriting,Mexico,intermediate,part_time,top_rated
3121,40.6,6.0,4.25,43,90.1,3.3,1162,24.5,customer_support,Costa Rica,advanced,full_time,none
3122,85.4,12.3,4.81,97,90.1,2.0,3505,86.4,copywriting,Guatemala,basic,full_time,top_rated
3123,30.84,5.7,4.62,45,93.0,15.7,756,40.8,copywriting,Mexico,advanced,full_time,none
3124,82.38,9.8,4.84,271,92.7,6.9,10283,87.6,digital_marketing,Costa Rica,basic,part_time,top_rated
3125,38.02,5.0,2.97,25,49.7,41.2,1429,17.4,copywriting,Argentina,intermediate,part_time,none
3126,14.44,1.1,3.55,31,84.4,40.6,1596,24.6,machine_learning,Argentina,advanced,full_time,verified
3127,13.02,2.6,3.84,1,67.7,26.5,66,22.5,customer_support,Peru,advanced,part_time,none
3128,90.24,12.5,4.98,267,95.3,7.5,7033,86.4,graphic_design,Colombia,advanced,part_time,none
3129,24.57,3.7,4.26,120,95.6,15.8,2394,27.4,copywriting,Mexico,native,full_time,top_rated
3130,8.73,1.7,3.79,21,78.5,11.6,995,2.3,copywriting,Mexico,basic,full_time,rising_talent
3131,22.8,6.1,4.68,91,93.9,6.8,1469,43.2,mobile_development,Guatemala,advanced,full_time,top_rated
3132,52.26,9.2,4.65,305,98.9,6.6,10165,69.2,graphic_design,Argentina,basic,full_time,top_rated
3133,10.02,1.5,3.54,25,84.9,31.3,932,6.4,machine_learning,Guatemala,intermediate,full_time,none
3134,36.39,3.9,3.54,75,47.2,70.6,2925,5.4,machine_learning,Peru,native,full_time,top_rated
3135,14.99,2.5,3.55,24,70.8,27.4,606,14.2,mobile_development,Guatemala,advanced,limited,none
3136,44.91,5.3,4.8,59,90.8,14.3,1490,29.4,mobile_development,Peru,basic,full_time,none
3137,40.91,6.4,4.7,28,95.8,11.0,1422,48.4,customer_support,Costa Rica,intermediate,full_time,top_rated
3138,68.81,12.6,4.7,129,99.3,3.2,4947,53.3,web_development,Argentina,intermediate,part_time,rising_talent
3139,73.33,14.4,4.76,89,95.9,1.2,1437,62.8,digital_marketing,Colombia,intermediate,full_time,none
3140,19.39,1.7,3.62,27,82.5,15.1,1242,13.2,data_analysis,Argentina,native,weekends,none
3141,124.7,1.9,2.24,25,53.2,82.41,1322,15.4,customer_support,Chile,advanced,weekends,none
3142,42.47,5.2,4.45,93,82.5,11.6,1554,28.3,copywriting,Peru,native,full_time,none
3143,14.57,1.1,4.3,6,84.6,20.2,509,17.7,customer_support,Mexico,advanced,part_time,top_rated
3144,42.77,6.2,4.57,117,94.9,13.4,3805,50.2,copywriting,Mexico,native,part_time,none
3145,40.29,4.1,2.93,16,46.2,64.9,897,8.1,machine_learning,Costa Rica,advanced,full_time,verified
3146,28.31,6.1,4.58,76,85.1,15.1,2208,34.9,web_development,Colombia,advanced,part_time,verified
3147,56.65,13.4,4.64,299,91.8,3.7,5553,88.6,data_analysis,Costa Rica,basic,full_time,none
3148,30.1,5.8,4.52,32,91.2,12.8,530,23.0,data_analysis,Argentina,intermediate,part_time,none
3149,20.12,4.9,4.37,49,86.2,8.9,1747,48.2,graphic_design,Argentina,advanced,weekends,rising_talent
3150,29.51,5.4,4.78,77,89.8,14.5,2536,28.8,digital_marketing,Argentina,basic,full_time,rising_talent
3151,79.04,9.4,4.81,237,94.5,1.2,3508,62.6,machine_learning,Mexico,advanced,full_time,none
3152,34.29,6.4,4.43,89,94.6,12.6,957,25.5,copywriting,Chile,intermediate,part_time,verified
3153,59.47,10.0,4.65,301,92.4,4.8,9363,40.3,customer_support,Guatemala,native,full_time,none
3154,22.93,4.2,4.33,56,88.9,15.5,2076,48.7,data_analysis,Chile,intermediate,full_time,none
3155,149.53,4.2,2.09,29,60.7,81.68,686,10.4,web_development,Guatemala,intermediate,full_time,top_rated
3156,21.4,2.7,3.59,23,67.3,32.1,707,17.9,customer_support,Argentina,intermediate,part_time,verified
3157,13.52,2.2,4.26,34,66.1,19.8,1181,22.6,digital_marketing,Colombia,advanced,full_time,expert_vetted
3158,46.16,11.8,4.61,88,97.9,6.1,733,59.3,web_development,Costa Rica,advanced,part_time,rising_talent
3159,16.54,0.1,3.58,33,76.0,18.0,1242,2.7,graphic_design,El Salvador,intermediate,part_time,top_rated
3160,75.66,9.6,4.7,186,91.5,5.5,2204,84.5,mobile_development,Peru,intermediate,weekends,none
